premise,smcdel_problem,n_announcements,pbcheck,hypothesis,setup,hypothesis_depth,n_agents,label,names,index,s-l,deberta_pred,deberta_confidence,difficulty
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Nichole's card is shown to Jerry. Jerry's card is shown to Jerry. Jennifer's card is shown to Jerry. Nichole's card is shown to Jennifer. Jerry's card is shown to Jennifer. Jennifer's card is shown to Jennifer. It is publicly announced that someone picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 VALID? [ ! (1|2|3) ] Agentb knows whether (Agenta knows that 2)",0,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 VALID? [ ! (1|2|3) ] 0",Jerry can now know whether Nichole can know that Jerry picked a red card.,explicit,1,3,entailment,['Nichole' 'Jerry' 'Jennifer'],21389,explicit-1,1,0.7624345422,0.2375654578
There are two persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Daniel knows whether or not nobody is thirsty. It is publicly announced that not everyone is thirsty.,"VARS 1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (~(1|2))) ] [ ! (~(1&2)) ] Agentb knows that (Agenta knows that (1|2))",2,"VARS 0,1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (~(1|2))) ] [ ! (~(1&2)) ] 0",Daniel can now know that Cynthia can know that someone is thirsty.,internal,1,2,entailment,['Cynthia' 'Daniel'],66583,internal-1,1,0.9993478656,0.0006521344
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Donald does not know whether Donald's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentd knows whether 4) ] Agentd knows that (Agentc knows that 1)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentd knows whether 4) ] 0",Donald can now know that Harold can know that Walter's forehead is muddy.,forehead,1,4,not_entailment,['Walter' 'Tammy' 'Harold' 'Donald'],13381,forehead-0,0,0.9972873926,0.0027126074
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that William knows whether William's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether 2) ] Agentd knows that (Agenta knows that 4)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether 2) ] 0",Marc can now know that Leland can know that Marc's forehead is muddy.,forehead_mirror,1,4,not_entailment,['Leland' 'William' 'Elizabeth' 'Marc'],51574,forehead_mirror-0,0,0.9983969331,0.0016030669
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Justin knows whether or not everyone's forehead is muddy. It is publicly announced that Ruth knows whether or not nobody's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether (1&2&3)) ] [ ! (Agentb knows whether (~(1|2|3))) ] (Agenta knows whether 1)",2,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether (1&2&3)) ] [ ! (Agentb knows whether (~(1|2|3))) ] 0",Caitlyn can now know whether Caitlyn's forehead is muddy.,forehead,0,3,not_entailment,['Caitlyn' 'Ruth' 'Justin'],24592,forehead-0,0,0.9823964834,0.0176035166
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Chelsea does not know whether William is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentc knows whether 2) ] (Agentd knows that (~(1|2|3|4)))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentc knows whether 2) ] 0",David can now know that nobody is thirsty.,internal,0,4,not_entailment,['Tobias' 'William' 'Chelsea' 'David'],34246,internal-0,0,0.9987387061,0.0012612939
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Michael's card is shown to Tamra. Tamra's card is shown to Peter. Vera's card is shown to Peter. Michael's card is shown to Vera. Peter's card is shown to Vera. It is publicly announced that someone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:2 Agentb:1,4 Agentc:2,3 VALID? [ ! (1|2|3|4) ] (Agentb knows that (1&2&3&4))",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2 Agentb:1,4 Agentc:2,3 VALID? [ ! (1|2|3|4) ] 0",Michael can now know that everyone picked a red card.,explicit,0,4,not_entailment,['Tamra' 'Michael' 'Peter' 'Vera'],41238,explicit-0,0,0.9989621639,0.0010378361
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that everyone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (1&2&3&4) ] Agentd knows whether (Agentb knows whether (1&2&3&4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (1&2&3&4) ] 0",Carol can now know whether William can know whether or not everyone's forehead is muddy.,forehead,1,4,entailment,['Amber' 'William' 'Sadie' 'Carol'],9046,forehead-1,1,0.9978271127,0.0021728873
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Angela's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! 4 ] Agentc knows that (Agentb knows that (~(1|2|3|4)))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! 4 ] 0",Nolan can now know that Claudia can know that nobody's forehead is muddy.,forehead_mirror,1,4,not_entailment,['Cynthia' 'Claudia' 'Nolan' 'Angela'],21495,forehead_mirror-0,0,0.9989745617,0.0010254383
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Walter's card is shown to Walter. Donna's card is shown to Willis. Walter's card is shown to Willis. Samuel's card is shown to Samuel. It is publicly announced that someone picked a red card. It is publicly announced that Walter does not know whether or not everyone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:2 Agentb:1,2 Agentc:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentb knows whether (1&2&3&4)) ] (Agentb knows that 2)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2 Agentb:1,2 Agentc:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentb knows whether (1&2&3&4)) ] 0",Walter can now know that Walter picked a red card.,explicit,0,4,entailment,['Donna' 'Walter' 'Willis' 'Samuel'],54377,explicit-1,0,0.7362667918,1.7362667918
"There are two persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Clement's card is shown to Clement. Clement's card is shown to Eric. It is publicly announced that someone picked a red card. It is publicly announced that Clement knows whether someone picked a red card. It is publicly announced that Eric knows whether Eric picked a red card.","VARS 1,2 LAW Top OBS Agenta:1 Agentb:1 VALID? [ ! (1|2) ] [ ! (Agenta knows whether (1|2)) ] [ ! (Agentb knows whether 2) ] (Agentb knows whether 2)",2,"VARS 0,1,2 LAW Top OBS Agenta:1 Agentb:1 VALID? [ ! (1|2) ] [ ! (Agenta knows whether (1|2)) ] [ ! (Agentb knows whether 2) ] 0",Eric can now know whether Eric picked a red card.,explicit,0,2,entailment,['Clement' 'Eric'],11276,explicit-1,1,0.7937288284,0.2062711716
There are two persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Julian knows whether someone's forehead is muddy. It is publicly announced that Marsha knows whether someone's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1|2)) ] [ ! (Agenta knows whether (1|2)) ] (Agenta knows that (1&2))",2,"VARS 0,1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1|2)) ] [ ! (Agenta knows whether (1|2)) ] 0",Marsha can now know that everyone's forehead is muddy.,forehead_mirror,0,2,not_entailment,['Marsha' 'Julian'],12724,forehead_mirror-0,0,0.9990090132,0.0009909868
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Anne's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! 1 ] Agentb knows whether (Agentc knows whether (1&2&3&4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! 1 ] 0",Robin can now know whether James can know whether or not everyone's forehead is muddy.,forehead,1,4,not_entailment,['Anne' 'Robin' 'James' 'Renee'],40596,forehead-0,1,0.8148954511,1.8148954511
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Teresa does not know whether Marie is thirsty. It is publicly announced that not everyone is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentd knows whether 2) ] [ ! (~(1&2&3&4)) ] Agenta knows that (Agentd knows that 2)",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentd knows whether 2) ] [ ! (~(1&2&3&4)) ] 0",Robbie can now know that Teresa can know that Marie is thirsty.,internal,1,4,not_entailment,['Robbie' 'Marie' 'Harvey' 'Teresa'],58760,internal-0,0,0.9964233041,0.0035766959
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Sally's forehead is not muddy. It is publicly announced that Sally's forehead is not muddy. It is publicly announced that Sally's forehead is not muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! ~(2) ] [ ! ~(2) ] [ ! ~(2) ] Agentd knows whether (Agenta knows whether 4)",3,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! ~(2) ] [ ! ~(2) ] [ ! ~(2) ] 0",Melissa can now know whether Roland can know whether Melissa's forehead is muddy.,forehead_mirror,1,4,entailment,['Roland' 'Sally' 'James' 'Melissa'],66219,forehead_mirror-1,1,0.9994618297,0.0005381703
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] Agenta knows that (Agentc knows that (1&2&3))",0,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] 0",Sheron can now know that Louis can know that everyone's forehead is muddy.,forehead_mirror,1,3,not_entailment,['Sheron' 'Harvey' 'Louis'],27944,forehead_mirror-0,0,0.9989283681,0.0010716319
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Juan's forehead is not muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! ~(1) ] (Agentd knows that (1&2&3&4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! ~(1) ] 0",Annie can now know that everyone's forehead is muddy.,forehead_mirror,0,4,not_entailment,['Juan' 'Hermelinda' 'Kendra' 'Annie'],29805,forehead_mirror-0,0,0.9988492727,0.0011507273
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Debra's card is shown to Debra. Marla's card is shown to Debra. Marla's card is shown to Ashley. Paul's card is shown to Paul. It is publicly announced that someone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:1,4 Agentb:4 Agentc:3 VALID? [ ! (1|2|3|4) ] Agenta knows whether (Agentb knows whether 1)",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,4 Agentb:4 Agentc:3 VALID? [ ! (1|2|3|4) ] 0",Debra can now know whether Ashley can know whether Debra picked a red card.,explicit,1,4,entailment,['Debra' 'Ashley' 'Paul' 'Marla'],595,explicit-1,1,0.9984771609,0.0015228391
There are two persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that everyone is thirsty.,"VARS 1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (1&2) ] Agenta knows that (Agentb knows that (1&2))",1,"VARS 0,1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (1&2) ] 0",Loretta can now know that Howard can know that everyone is thirsty.,internal,1,2,entailment,['Loretta' 'Howard'],17117,internal-1,1,0.9926925898,0.0073074102
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Barbara knows whether or not nobody is thirsty. It is publicly announced that Arthur does not know whether Barbara is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether (~(1|2|3))) ] [ ! ~(Agenta knows whether 2) ] Agentb knows that (Agenta knows that 2)",2,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether (~(1|2|3))) ] [ ! ~(Agenta knows whether 2) ] 0",Barbara can now know that Arthur can know that Barbara is thirsty.,internal,1,3,not_entailment,['Arthur' 'Barbara' 'Cecilia'],27043,internal-0,0,0.9942287207,0.0057712793
There are two persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Charles knows whether someone is thirsty. It is publicly announced that Jodee knows whether or not nobody is thirsty. It is publicly announced that Jodee does not know whether or not everyone is thirsty.,"VARS 1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1|2)) ] [ ! (Agenta knows whether (~(1|2))) ] [ ! ~(Agenta knows whether (1&2)) ] Agenta knows whether (Agentb knows that (~(1|2)))",3,"VARS 0,1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1|2)) ] [ ! (Agenta knows whether (~(1|2))) ] [ ! ~(Agenta knows whether (1&2)) ] 0",Jodee can now know whether Charles can know that nobody is thirsty.,internal,1,2,entailment,['Jodee' 'Charles'],60570,internal-1,1,0.9993953705,0.0006046295
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Quincy's forehead is not muddy. It is publicly announced that not everyone's forehead is muddy. It is publicly announced that Jess knows whether Quincy's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! ~(3) ] [ ! (~(1&2&3)) ] [ ! (Agenta knows whether 3) ] Agentc knows that (Agenta knows that 3)",3,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! ~(3) ] [ ! (~(1&2&3)) ] [ ! (Agenta knows whether 3) ] 0",Quincy can now know that Jess can know that Quincy's forehead is muddy.,forehead_mirror,1,3,not_entailment,['Jess' 'Alton' 'Quincy'],6807,forehead_mirror-0,0,0.9605138302,0.0394861698
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Cindy's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! 1 ] Agenta knows whether (Agentb knows that (1|2|3|4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! 1 ] 0",Cindy can now know whether Sarah can know that someone's forehead is muddy.,forehead,1,4,entailment,['Cindy' 'Sarah' 'Jesus' 'Ernest'],30631,forehead-1,1,0.9994847775,0.0005152225
There are two persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Marina knows whether or not everyone's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1&2)) ] Agenta knows that (Agentb knows that (1&2))",1,"VARS 0,1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1&2)) ] 0",Richard can now know that Marina can know that everyone's forehead is muddy.,forehead_mirror,1,2,not_entailment,['Richard' 'Marina'],51637,forehead_mirror-0,0,0.9988065958,0.0011934042
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that not everyone is thirsty. It is publicly announced that David does not know whether Anthony is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! (~(1&2&3&4)) ] [ ! ~(Agentb knows whether 1) ] (Agenta knows whether (~(1|2|3|4)))",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! (~(1&2&3&4)) ] [ ! ~(Agentb knows whether 1) ] 0",Anthony can now know whether or not nobody is thirsty.,internal,0,4,entailment,['Anthony' 'David' 'Sonya' 'Alicia'],1923,internal-1,1,0.9993718266,0.0006281734
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that James does not know whether or not everyone's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether (1&2&3)) ] Agenta knows that (Agentb knows that 2)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether (1&2&3)) ] 0",Jean can now know that James can know that James's forehead is muddy.,forehead,1,3,not_entailment,['Jean' 'James' 'Doris'],55619,forehead-0,1,0.7564204931,1.7564204931
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that not everyone's forehead is muddy. It is publicly announced that not everyone's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (~(1&2&3)) ] [ ! (~(1&2&3)) ] Agenta knows that (Agentb knows that (1&2&3))",2,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (~(1&2&3)) ] [ ! (~(1&2&3)) ] 0",Charlene can now know that Shirley can know that everyone's forehead is muddy.,forehead_mirror,1,3,not_entailment,['Charlene' 'Shirley' 'Cathleen'],38546,forehead_mirror-0,0,0.9947636127,0.0052363873
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Derek is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! 3 ] Agenta knows that (Agentb knows that (1|2|3))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! 3 ] 0",Barbara can now know that Timothy can know that someone is thirsty.,internal,1,3,entailment,['Barbara' 'Timothy' 'Derek'],47078,internal-1,1,0.9995168447,0.0004831553
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Marie's forehead is not muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! ~(2) ] Agentd knows that (Agentc knows whether 4)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! ~(2) ] 0",Jose can now know that Jesus can know whether Jose's forehead is muddy.,forehead_mirror,1,4,entailment,['Charles' 'Marie' 'Jesus' 'Jose'],49818,forehead_mirror-1,1,0.9994156361,0.0005843639
There are two persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Leisa knows whether or not everyone is thirsty. It is publicly announced that Leisa knows whether Suzette is thirsty. It is publicly announced that someone is thirsty.,"VARS 1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1&2)) ] [ ! (Agentb knows whether 1) ] [ ! (1|2) ] (Agenta knows that (~(1|2)))",3,"VARS 0,1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1&2)) ] [ ! (Agentb knows whether 1) ] [ ! (1|2) ] 0",Suzette can now know that nobody is thirsty.,internal,0,2,not_entailment,['Suzette' 'Leisa'],33721,internal-0,0,0.9990549684,0.0009450316
There are two persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that someone's forehead is muddy. It is publicly announced that Edwin's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! (1|2) ] [ ! 2 ] (Agenta knows that (1&2))",2,"VARS 0,1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! (1|2) ] [ ! 2 ] 0",Erik can now know that everyone's forehead is muddy.,forehead,0,2,not_entailment,['Erik' 'Edwin'],50793,forehead-0,0,0.9987506866,0.0012493134
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Thomas does not know whether Dewey is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether 3) ] Agentc knows whether (Agenta knows that 2)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether 3) ] 0",Dewey can now know whether Cynthia can know that Thomas is thirsty.,internal,1,3,entailment,['Cynthia' 'Thomas' 'Dewey'],27924,internal-1,1,0.9920523167,0.0079476833
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] Agentb knows that (Agenta knows whether 1)",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] 0",William can now know that Jana can know whether Jana is thirsty.,internal,1,4,entailment,['Jana' 'William' 'Christina' 'John'],56527,internal-1,0,0.5281531811,1.5281531811
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that John does not know whether John's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agenta knows whether 1) ] Agenta knows that (Agentc knows that 3)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agenta knows whether 1) ] 0",John can now know that Jorge can know that Jorge's forehead is muddy.,forehead,1,3,not_entailment,['John' 'Martha' 'Jorge'],41811,forehead-0,0,0.9959852695,0.0040147305
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Mark's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! 3 ] Agentc knows that (Agenta knows that 4)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! 3 ] 0",Mark can now know that Joe can know that Lien's forehead is muddy.,forehead_mirror,1,4,not_entailment,['Joe' 'Melvin' 'Mark' 'Lien'],38441,forehead_mirror-0,0,0.9955137372,0.0044862628
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Cedric knows whether Cedric is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether 2) ] Agenta knows whether (Agentb knows that 3)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether 2) ] 0",Elsa can now know whether Cedric can know that Edna is thirsty.,internal,1,3,entailment,['Elsa' 'Cedric' 'Edna'],22304,internal-1,1,0.9917581677,0.0082418323
"There are two persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Francine's card is shown to Daniel. Daniel's card is shown to Francine. Francine's card is shown to Francine. It is publicly announced that someone picked a red card. It is publicly announced that someone picked a red card. It is publicly announced that Daniel picked a red card. It is publicly announced that Francine picked a red card.","VARS 1,2 LAW Top OBS Agenta:2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (1|2) ] [ ! 1 ] [ ! 2 ] Agenta knows that (Agentb knows that (~(1|2)))",3,"VARS 0,1,2 LAW Top OBS Agenta:2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (1|2) ] [ ! 1 ] [ ! 2 ] 0",Daniel can now know that Francine can know that nobody picked a red card.,explicit,1,2,not_entailment,['Daniel' 'Francine'],53957,explicit-0,0,0.9989652634,0.0010347366
