story,question,answer,i,dataGenSeq,sType,qTypeRaw,qTypeTomOrNot,qOrder,storyHasToM,answerMem,answerReal,qToMandOmniReader,answerMemOrReal,cands,correct,falseTrueBelief,factVsMind
Noah entered the dining room. Logan entered the dining room. Hannah loves the underclothes. The dress is in the treasure chest. Noah hates the stockings. Noah exited the dining room. Logan moved the dress to the box.,Where does Logan think that Noah searches for the dress?,treasure chest,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj",false_belief,second_order_1_tom,True,second_order,True,treasure chest,box,False,memory,"[""box"", ""treasure chest""]",1,false,mind
Avery entered the workshop. Ethan entered the workshop. The orange is in the container. Sophia likes the slacks. Sophia entered the kitchen. Sophia exited the kitchen. Avery exited the workshop. Ethan moved the orange to the treasure chest.,Where is the orange really?,treasure chest,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_2_enters,agent_2_exits,agent_0_moves_obj",false_belief,reality,False,reality,True,container,treasure chest,False,reality,"[""container"", ""treasure chest""]",1,true,fact
Amelia is in the front yard. William entered the front yard. Owen entered the front yard. The t-shirt is in the basket. Owen exited the front yard. Amelia moved the t-shirt to the bathtub. Amelia exited the front yard. Owen entered the front yard.,Where does Owen think that Amelia searches for the t-shirt?,basket,1,"enter_agent_0,agent_2_enters,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,second_order_1_tom,True,second_order,True,basket,bathtub,False,memory,"[""basket"", ""bathtub""]",0,false,mind
Hunter entered the workshop. Owen entered the pantry. Chloe entered the workshop. The carrot is in the bucket. Chloe dislikes the t-shirt. Chloe moved the carrot to the treasure chest. Owen exited the pantry. Hunter exited the workshop.,Where is the carrot really?,treasure chest,1,"enter_agent_1,agent_2_enters,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_2_exits",true_belief,reality,False,reality,False,bucket,treasure chest,False,reality,"[""bucket"", ""treasure chest""]",1,true,fact
Logan entered the back yard. Owen entered the back yard. The gloves is in the pantry. Logan moved the gloves to the envelope. Owen exited the back yard. Logan exited the back yard. Owen entered the back yard.,Where will Owen look for the gloves?,envelope,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,False,pantry,envelope,False,reality,"[""pantry"", ""envelope""]",1,true,mind
Ella entered the hallway. Ella exited the hallway. Nathan entered the hallway. Noah entered the hallway. The plum is in the bathtub. Nathan exited the hallway. Noah moved the plum to the bottle. Noah exited the hallway. Nathan entered the workshop.,Where does Nathan think that Noah searches for the plum?,bathtub,1,"agent_2_enters,agent_2_exits,enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_0_tom,True,second_order,True,bathtub,bottle,False,memory,"[""bottle"", ""bathtub""]",1,false,mind
Emma entered the laundry. Oliver entered the laundry. Ava loves the shirt. Oliver dislikes the plum. The jeans is in the container. Emma moved the jeans to the treasure chest. Oliver exited the laundry. Ava entered the laundry. Emma exited the laundry. Oliver entered the laundry.,Where was the jeans at the beginning?,container,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_2_enters,agent_1_reenters_loc",second_order_false_belief,memory,False,memory,False,container,treasure chest,False,memory,"[""container"", ""treasure chest""]",0,true,fact
Liam entered the living room. Jayden entered the living room. Jack likes the scarf. The pants is in the bottle. Jayden exited the living room. Liam moved the pants to the bathtub. Jack loves the cucumber.,Where was the pants at the beginning?,bottle,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj",false_belief,memory,False,memory,True,bottle,bathtub,False,memory,"[""bottle"", ""bathtub""]",0,true,fact
Liam entered the crawlspace. Jackson entered the TV room. Amelia entered the crawlspace. The lime is in the cupboard. Liam moved the lime to the pantry. Amelia exited the crawlspace. Liam exited the crawlspace. Amelia entered the crawlspace.,Where will Amelia look for the lime?,pantry,1,"enter_agent_0,agent_2_enters,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,False,cupboard,pantry,False,reality,"[""cupboard"", ""pantry""]",1,true,mind
Lily entered the lounge. Evelyn entered the lounge. Ella entered the lounge. The sweet potato is in the drawer. Evelyn exited the lounge. Ella likes the spinach. Ella moved the sweet potato to the crate. Ella exited the lounge. Evelyn entered the patio. Evelyn loves the persimmon.,Where is the sweet_potato really?,crate,1,"agent_2_enters,enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,reality,False,reality,True,drawer,crate,False,reality,"[""crate"", ""drawer""]",0,true,fact
Nathan dislikes the potato. Liam entered the TV room. Nathan entered the TV room. The persimmon is in the bucket. Mia entered the TV room. Nathan exited the TV room. Nathan dislikes the dress. Liam moved the persimmon to the pantry. Nathan entered the den.,Where was the persimmon at the beginning?,bucket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_2_enters,agent_0_moves_obj,agent_1_reenters_alt_loc",false_belief,memory,False,memory,True,bucket,pantry,False,memory,"[""bucket"", ""pantry""]",0,true,fact
Abigail entered the pantry. Isla entered the cellar. Lily entered the pantry. The persimmon is in the pantry. Isla hates the cabbage. Isla exited the cellar. Abigail moved the persimmon to the cupboard. Lily exited the pantry.,Where was the persimmon at the beginning?,pantry,1,"enter_agent_0,agent_2_enters,enter_agent_1,agent_0_moves_obj,agent_2_exits,agent_1_exits",true_belief,memory,False,memory,False,pantry,cupboard,False,memory,"[""pantry"", ""cupboard""]",0,true,fact
Hunter entered the crawlspace. Mia dislikes the tangerine. James entered the crawlspace. The pumpkin is in the box. James moved the pumpkin to the container. Hunter exited the crawlspace. James loves the lime. James exited the crawlspace. Hunter entered the study.,Where will Hunter look for the pumpkin?,container,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_0_no_tom,False,first_order,False,box,container,False,reality,"[""container"", ""box""]",0,true,mind
Jayden hates the tangerine. Jayden entered the den. James entered the den. The raincoat is in the envelope. Ella entered the crawlspace. James exited the den. James entered the den. Jayden moved the raincoat to the treasure chest.,Where will Jayden look for the raincoat?,treasure chest,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_2_enters,agent_1_reenters_loc,agent_0_moves_obj",true_belief,first_order_0_no_tom,False,first_order,False,envelope,treasure chest,False,reality,"[""envelope"", ""treasure chest""]",1,true,mind
Jackson entered the garage. Ella entered the garage. The cucumber is in the pantry. Ella exited the garage. Ella hates the slippers. Jackson moved the cucumber to the bottle. Jackson exited the garage. Ella entered the laundry.,Where will Ella look for the cucumber?,pantry,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_1_tom,True,first_order,True,pantry,bottle,False,memory,"[""bottle"", ""pantry""]",1,false,mind
Ella entered the hallway. Lucas entered the hallway. The lime is in the basket. Ella loves the lemon. Ella exited the hallway. Lucas moved the lime to the box. Lucas exited the hallway. Jacob hates the orange. Jacob entered the basement. Ella entered the basement.,Where is the lime really?,box,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc,agent_2_enters",second_order_false_belief,reality,False,reality,True,basket,box,False,reality,"[""basket"", ""box""]",1,true,fact
Aiden entered the cellar. Ava likes the slacks. Ava entered the cellar. The onion is in the bathtub. Ava moved the onion to the box. Aiden exited the cellar. Ava exited the cellar. Aiden entered the cellar.,Where is the onion really?,box,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,reality,False,reality,False,bathtub,box,False,reality,"[""box"", ""bathtub""]",0,true,fact
Emma entered the hallway. Hannah entered the hallway. The grapefruit is in the bathtub. Jack entered the hallway. Hannah moved the grapefruit to the container. Emma exited the hallway. Hannah exited the hallway. Emma entered the bedroom.,Where is the grapefruit really?,container,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_2_enters,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,reality,False,reality,False,bathtub,container,False,reality,"[""container"", ""bathtub""]",0,true,fact
Aiden entered the study. Mason entered the workshop. Aiden exited the study. Noah entered the workshop. The grapefruit is in the crate. Noah exited the workshop. Mason moved the grapefruit to the suitcase.,Where was the grapefruit at the beginning?,crate,1,"agent_2_enters,enter_agent_0,agent_2_exits,enter_agent_1,agent_1_exits,agent_0_moves_obj",false_belief,memory,False,memory,True,crate,suitcase,False,memory,"[""crate"", ""suitcase""]",0,true,fact
Carter loves the undershirt. Emily entered the pantry. Carter entered the pantry. The suit is in the bucket. Hannah dislikes the watermelon. Emily exited the pantry. Emily entered the pantry. Carter moved the suit to the box.,Where does Emily think that Carter searches for the suit?,box,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,second_order_0_no_tom,False,second_order,False,bucket,box,False,reality,"[""bucket"", ""box""]",1,true,mind
Chloe entered the crawlspace. Chloe exited the crawlspace. Charlotte entered the patio. Jacob entered the patio. The cabbage is in the bucket. Charlotte moved the cabbage to the bottle. Jacob exited the patio.,Where will Jacob look for the cabbage?,bottle,1,"agent_2_enters,agent_2_exits,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,first_order_1_no_tom,False,first_order,False,bucket,bottle,False,reality,"[""bottle"", ""bucket""]",0,true,mind
Noah entered the crawlspace. Mila entered the crawlspace. The peas is in the box. Mila moved the peas to the suitcase. Noah exited the crawlspace. Mila exited the crawlspace. Noah entered the crawlspace.,Where does Mila think that Noah searches for the peas?,suitcase,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,second_order_1_no_tom,False,second_order,False,box,suitcase,False,reality,"[""box"", ""suitcase""]",1,true,mind
Aiden hates the watermelon. Hunter entered the patio. Isabella entered the patio. The strawberry is in the bottle. Hunter moved the strawberry to the pantry. Aiden entered the bathroom. Aiden exited the bathroom. Isabella likes the stockings. Isabella exited the patio. Hunter exited the patio. Isabella entered the bathroom.,Where does Isabella think that Hunter searches for the strawberry?,pantry,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_2_enters,agent_2_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_1_no_tom,False,second_order,False,bottle,pantry,False,reality,"[""bottle"", ""pantry""]",1,true,mind
Benjamin entered the garden. Ethan entered the garden. The boots is in the basket. Benjamin moved the boots to the bottle. William hates the beans. Ethan exited the garden. Ethan entered the porch.,Where will Ethan look for the boots?,bottle,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,first_order_1_no_tom,False,first_order,False,basket,bottle,False,reality,"[""bottle"", ""basket""]",0,true,mind
Aria entered the closet. Jack entered the closet. The peas is in the envelope. Jack moved the peas to the container. Aria exited the closet. Aria loves the banana. Aria entered the closet.,Where is the peas really?,container,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_1_reenters_loc",true_belief,reality,False,reality,False,envelope,container,False,reality,"[""container"", ""envelope""]",0,true,fact
Aria entered the living room. Owen entered the living room. The cucumber is in the bucket. James entered the living room. James dislikes the pumpkin. Aria moved the cucumber to the treasure chest. Owen exited the living room.,Where will Owen look for the cucumber?,treasure chest,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_2_enters,agent_1_exits",true_belief,first_order_1_no_tom,False,first_order,False,bucket,treasure chest,False,reality,"[""bucket"", ""treasure chest""]",1,true,mind
Lucas entered the sunroom. Jackson entered the sunroom. Ethan entered the sunroom. The gloves is in the box. Lucas moved the gloves to the treasure chest. Jackson exited the sunroom. Lucas exited the sunroom. Jackson entered the sunroom.,Where does Lucas think that Jackson searches for the gloves?,treasure chest,1,"enter_agent_0,enter_agent_1,agent_2_enters,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,second_order_0_no_tom,False,second_order,False,box,treasure chest,False,reality,"[""treasure chest"", ""box""]",0,true,mind
James entered the sunroom. James exited the sunroom. Sophia entered the master bedroom. Logan entered the master bedroom. Sophia loves the skirt. Sophia hates the skirt. The peach is in the pantry. Logan exited the master bedroom. Sophia moved the peach to the drawer.,Where does Sophia think that Logan searches for the peach?,pantry,1,"agent_2_enters,agent_2_exits,enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj",false_belief,second_order_0_tom,True,second_order,True,pantry,drawer,False,memory,"[""pantry"", ""drawer""]",0,false,mind
Isabella entered the bedroom. Amelia entered the bedroom. The jacket is in the suitcase. Amelia moved the jacket to the bathtub. Isabella exited the bedroom.,Where will Amelia look for the jacket?,bathtub,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits",true_belief,first_order_1_no_tom,False,first_order,False,suitcase,bathtub,False,reality,"[""bathtub"", ""suitcase""]",0,true,mind
Isabella entered the laundry. Ethan is in the laundry. The hat is in the envelope. Isabella exited the laundry. Isabella entered the laundry. Ethan moved the hat to the crate.,Where was the hat at the beginning?,envelope,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,memory,False,memory,False,envelope,crate,False,memory,"[""crate"", ""envelope""]",1,true,fact
Sophia entered the master bedroom. Mia entered the master bedroom. The suit is in the drawer. Abigail entered the master bedroom. Mia moved the suit to the box. Abigail exited the master bedroom. Sophia exited the master bedroom. Abigail dislikes the lemon.,Where does Mia think that Sophia searches for the suit?,box,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_2_enters,agent_1_exits,agent_2_exits",true_belief,second_order_1_no_tom,False,second_order,False,drawer,box,False,reality,"[""box"", ""drawer""]",0,true,mind
Charlotte entered the garage. Owen entered the garage. The onion is in the bottle. Benjamin entered the dining room. Owen moved the onion to the basket. Benjamin loves the green pepper. Charlotte exited the garage. Benjamin exited the dining room. Owen exited the garage. Charlotte entered the dining room. Charlotte dislikes the potato.,Where was the onion at the beginning?,bottle,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_2_enters,agent_1_exits,agent_0_exits,agent_2_exits,agent_1_reenters_alt_loc",second_order_false_belief,memory,False,memory,False,bottle,basket,False,memory,"[""bottle"", ""basket""]",0,true,fact
Liam entered the workshop. Aiden entered the workshop. Chloe hates the skirt. The carrot is in the suitcase. Aiden exited the workshop. Aiden entered the hall. Chloe dislikes the gloves. Chloe entered the hall. Liam moved the carrot to the box.,Where will Aiden look for the carrot?,suitcase,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj,agent_2_enters",true_belief,first_order_1_tom,True,first_order,True,suitcase,box,False,memory,"[""box"", ""suitcase""]",1,false,mind
Olivia entered the front yard. William entered the front yard. The carrot is in the bucket. Olivia exited the front yard. William moved the carrot to the pantry. William exited the front yard. Olivia entered the front yard.,Where was the carrot at the beginning?,bucket,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,memory,False,memory,True,bucket,pantry,False,memory,"[""bucket"", ""pantry""]",0,true,fact
Noah entered the bathroom. Avery entered the bathroom. The cabbage is in the bucket. Noah exited the bathroom. Noah entered the hallway. Avery moved the cabbage to the drawer.,Where will Noah look for the cabbage?,bucket,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,first_order_0_tom,True,first_order,True,bucket,drawer,False,memory,"[""bucket"", ""drawer""]",0,false,mind
Evelyn entered the hall. Mason entered the lounge. Benjamin entered the lounge. The scarf is in the suitcase. Benjamin moved the scarf to the box. Mason exited the lounge. Benjamin exited the lounge. Mason entered the lounge.,Where will Benjamin look for the scarf?,box,1,"agent_2_enters,enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,False,suitcase,box,False,reality,"[""box"", ""suitcase""]",0,true,mind
Aiden entered the hall. Ella entered the hall. Ella hates the cap. Liam entered the front yard. The asparagus is in the envelope. Aiden moved the asparagus to the cupboard. Ella exited the hall.,Where is the asparagus really?,cupboard,1,"enter_agent_0,enter_agent_1,agent_2_enters,agent_0_moves_obj,agent_1_exits",true_belief,reality,False,reality,False,envelope,cupboard,False,reality,"[""cupboard"", ""envelope""]",0,true,fact
Aria loves the turnip. James entered the sunroom. Lucas entered the sunroom. The persimmon is in the bucket. Lucas exited the sunroom. James moved the persimmon to the box.,Where was the persimmon at the beginning?,bucket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj",false_belief,memory,False,memory,True,bucket,box,False,memory,"[""bucket"", ""box""]",0,true,fact
Lucas entered the bathroom. Logan is in the bathroom. The tie is in the bucket. Lucas exited the bathroom. Logan moved the tie to the pantry. Logan exited the bathroom. Lucas entered the bathroom.,Where is the tie really?,pantry,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,reality,False,reality,True,bucket,pantry,False,reality,"[""bucket"", ""pantry""]",1,true,fact
Mila entered the dining room. Elizabeth entered the dining room. The shoes is in the crate. Abigail entered the back yard. Mila moved the shoes to the cupboard. Elizabeth exited the dining room. Mila exited the dining room. Elizabeth entered the back yard.,Where will Mila look for the shoes?,cupboard,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_2_enters,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_0_no_tom,False,first_order,False,crate,cupboard,False,reality,"[""crate"", ""cupboard""]",1,true,mind
Mila dislikes the raincoat. Mila is in the crawlspace. Lily entered the crawlspace. The lemon is in the bathtub. Mila exited the crawlspace. Lily moved the lemon to the suitcase. Mila entered the crawlspace. Elizabeth entered the laundry.,Where will Mila look for the lemon?,suitcase,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_1_reenters_loc,agent_2_enters",false_belief,first_order_0_no_tom,False,first_order,False,bathtub,suitcase,False,reality,"[""bathtub"", ""suitcase""]",1,true,mind
Sophia likes the radish. Ethan entered the crawlspace. Sophia entered the crawlspace. The tangerine is in the bucket. Sophia exited the crawlspace. Ethan moved the tangerine to the envelope.,Where was the tangerine at the beginning?,bucket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj",false_belief,memory,False,memory,True,bucket,envelope,False,memory,"[""bucket"", ""envelope""]",0,true,fact
Owen entered the laundry. Isla entered the laundry. Logan likes the coat. The tomato is in the box. Owen exited the laundry. Isla moved the tomato to the container. Isla exited the laundry. Logan hates the cap. Logan entered the laundry. Owen entered the laundry.,Where is the tomato really?,container,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_loc,agent_2_enters",second_order_false_belief,reality,False,reality,True,box,container,False,reality,"[""container"", ""box""]",0,true,fact
Lucas entered the hallway. Olivia entered the hallway. Lucas exited the hallway. Ethan entered the hallway. The pear is in the bottle. Ethan exited the hallway. Lucas hates the underclothes. Olivia moved the pear to the bathtub. Olivia exited the hallway. Ethan entered the lounge.,Where was the pear at the beginning?,bottle,1,"agent_2_enters,enter_agent_0,agent_2_exits,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,memory,False,memory,True,bottle,bathtub,False,memory,"[""bottle"", ""bathtub""]",0,true,fact
Elizabeth dislikes the jacket. Logan entered the basement. Jackson entered the basement. Elizabeth entered the basement. Jackson dislikes the celery. The lettuce is in the envelope. Elizabeth exited the basement. Jackson moved the lettuce to the container.,Where is the lettuce really?,container,1,"agent_2_enters,enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj",false_belief,reality,False,reality,True,envelope,container,False,reality,"[""container"", ""envelope""]",0,true,fact
Carter entered the living room. Sophia entered the living room. The eggplant is in the cupboard. Carter exited the living room. Sophia moved the eggplant to the envelope. Carter entered the bathroom. Sophia hates the peas.,Where was the eggplant at the beginning?,cupboard,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_1_reenters_alt_loc",false_belief,memory,False,memory,True,cupboard,envelope,False,memory,"[""cupboard"", ""envelope""]",0,true,fact
Avery entered the bathroom. Olivia entered the bathroom. The peas is in the bathtub. Avery moved the peas to the treasure chest. Olivia exited the bathroom. Avery loves the raincoat.,Where does Avery think that Olivia searches for the peas?,treasure chest,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,second_order_0_no_tom,False,second_order,False,bathtub,treasure chest,False,reality,"[""treasure chest"", ""bathtub""]",0,true,mind
Emma entered the porch. Lucas entered the porch. The cherry is in the container. Emma moved the cherry to the envelope. Lucas exited the porch.,Where does Emma think that Lucas searches for the cherry?,envelope,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,second_order_0_no_tom,False,second_order,False,container,envelope,False,reality,"[""envelope"", ""container""]",0,true,mind
Noah entered the crawlspace. Mila entered the crawlspace. The peas is in the box. Mila moved the peas to the suitcase. Noah exited the crawlspace. Mila exited the crawlspace. Noah entered the crawlspace.,Where will Mila look for the peas?,suitcase,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,False,box,suitcase,False,reality,"[""box"", ""suitcase""]",1,true,mind
Emily entered the porch. Alexander entered the porch. The gloves is in the crate. Evelyn entered the front yard. Alexander moved the gloves to the drawer. Evelyn exited the front yard. Evelyn dislikes the lettuce. Emily exited the porch.,Where is the gloves really?,drawer,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_2_enters,agent_1_exits,agent_2_exits",true_belief,reality,False,reality,False,crate,drawer,False,reality,"[""crate"", ""drawer""]",1,true,fact
Mia hates the asparagus. Mia entered the living room. Jackson entered the living room. Jayden entered the living room. The asparagus is in the envelope. Jackson exited the living room. Jayden exited the living room. Jackson likes the peas. Mia moved the asparagus to the pantry.,Where is the asparagus really?,pantry,1,"enter_agent_0,agent_2_enters,enter_agent_1,agent_1_exits,agent_2_exits,agent_0_moves_obj",false_belief,reality,False,reality,True,envelope,pantry,False,reality,"[""pantry"", ""envelope""]",0,true,fact
James entered the pantry. Olivia entered the pantry. Logan entered the basement. Olivia dislikes the broccoli. The hat is in the basket. Olivia exited the pantry. Logan likes the cucumber. Logan exited the basement. James moved the hat to the bathtub. Olivia entered the pantry.,Where is the hat really?,bathtub,1,"enter_agent_0,enter_agent_1,agent_2_enters,agent_1_exits,agent_0_moves_obj,agent_2_exits,agent_1_reenters_loc",false_belief,reality,False,reality,False,basket,bathtub,False,reality,"[""basket"", ""bathtub""]",1,true,fact
Noah is in the sunroom. Ava entered the sunroom. The corn is in the crate. Noah dislikes the turnip. Noah moved the corn to the drawer. Ava exited the sunroom. Ava entered the bedroom.,Where will Noah look for the corn?,drawer,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,first_order_0_no_tom,False,first_order,False,crate,drawer,False,reality,"[""crate"", ""drawer""]",1,true,mind
Evelyn entered the hall. Mason entered the lounge. Benjamin entered the lounge. The scarf is in the suitcase. Benjamin moved the scarf to the box. Mason exited the lounge. Benjamin exited the lounge. Mason entered the lounge.,Where does Benjamin think that Mason searches for the scarf?,box,1,"agent_2_enters,enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,second_order_1_no_tom,False,second_order,False,suitcase,box,False,reality,"[""box"", ""suitcase""]",0,true,mind
Owen entered the laundry. Isla entered the laundry. Logan likes the coat. The tomato is in the box. Owen exited the laundry. Isla moved the tomato to the container. Isla exited the laundry. Logan hates the cap. Logan entered the laundry. Owen entered the laundry.,Where was the tomato at the beginning?,box,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_loc,agent_2_enters",second_order_false_belief,memory,False,memory,True,box,container,False,memory,"[""container"", ""box""]",1,true,fact
Nathan entered the playroom. Hannah entered the back yard. Hannah exited the back yard. Amelia entered the playroom. The tangerine is in the basket. Amelia exited the playroom. Nathan moved the tangerine to the treasure chest.,Where does Amelia think that Nathan searches for the tangerine?,basket,1,"enter_agent_0,agent_2_enters,agent_2_exits,enter_agent_1,agent_1_exits,agent_0_moves_obj",false_belief,second_order_1_tom,True,second_order,True,basket,treasure chest,False,memory,"[""basket"", ""treasure chest""]",0,false,mind
Chloe entered the crawlspace. William entered the crawlspace. The cucumber is in the crate. Chloe exited the crawlspace. William moved the cucumber to the suitcase. Nathan entered the front yard. Chloe entered the front yard.,Where does Chloe think that William searches for the cucumber?,crate,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_1_reenters_alt_loc,agent_2_enters",false_belief,second_order_0_tom,True,second_order,True,crate,suitcase,False,memory,"[""crate"", ""suitcase""]",0,false,mind
Abigail entered the den. Isla entered the garage. Jack entered the den. The peach is in the basket. Isla likes the plum. Isla exited the garage. Jack exited the den. Abigail moved the peach to the bottle.,Where is the peach really?,bottle,1,"enter_agent_0,agent_2_enters,enter_agent_1,agent_1_exits,agent_2_exits,agent_0_moves_obj",false_belief,reality,False,reality,True,basket,bottle,False,reality,"[""bottle"", ""basket""]",0,true,fact
Nathan entered the study. Aiden is in the study. The lettuce is in the box. Amelia entered the study. Aiden moved the lettuce to the basket. Nathan exited the study.,Where does Aiden think that Nathan searches for the lettuce?,basket,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_2_enters,agent_1_exits",true_belief,second_order_1_no_tom,False,second_order,False,box,basket,False,reality,"[""basket"", ""box""]",0,true,mind
James entered the back yard. Mila entered the garage. Jacob entered the garage. The tie is in the container. Jacob moved the tie to the pantry. Mila exited the garage. Mila entered the garage.,Where will Jacob look for the tie?,pantry,1,"agent_2_enters,enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_1_reenters_loc",true_belief,first_order_1_no_tom,False,first_order,False,container,pantry,False,reality,"[""pantry"", ""container""]",0,true,mind
Aiden entered the living room. Mason entered the living room. The corn is in the container. Avery entered the living room. Aiden moved the corn to the envelope. Mason exited the living room.,Where is the corn really?,envelope,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_2_enters,agent_1_exits",true_belief,reality,False,reality,False,container,envelope,False,reality,"[""envelope"", ""container""]",0,true,fact
Jack entered the hall. Lucas entered the hall. The gloves is in the treasure chest. Jack moved the gloves to the bucket. Lucas likes the cucumber. Lucas exited the hall. Mia dislikes the sweet potato. Lucas entered the den.,Where was the gloves at the beginning?,treasure chest,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,memory,False,memory,False,treasure chest,bucket,False,memory,"[""bucket"", ""treasure chest""]",1,true,fact
